border,date,measure,value,average
US-Mexico Border,01/01/2013 12:00:00 AM,Personal Vehicles,5359114,5401213
US-Canada Border,01/01/2013 12:00:00 AM,Personal Vehicle Passengers,3906127,3628758
US-Mexico Border,01/01/2013 12:00:00 AM,Pedestrians,3362923,3396297
US-Canada Border,01/01/2013 12:00:00 AM,Personal Vehicles,2231300,2029626
US-Canada Border,01/01/2013 12:00:00 AM,Trucks,468575,445349
US-Mexico Border,01/01/2013 12:00:00 AM,Trucks,428107,396626
US-Canada Border,01/01/2013 12:00:00 AM,Truck Containers Full,339226,340790
US-Mexico Border,01/01/2013 12:00:00 AM,Truck Containers Full,291529,264576
US-Mexico Border,01/01/2013 12:00:00 AM,Bus Passengers,254128,236654
US-Mexico Border,01/01/2013 12:00:00 AM,Truck Containers Empty,135411,130466
US-Canada Border,01/01/2013 12:00:00 AM,Rail Containers Full,128609,106768
US-Canada Border,01/01/2013 12:00:00 AM,Truck Containers Empty,120508,94903
US-Canada Border,01/01/2013 12:00:00 AM,Bus Passengers,110459,132354
US-Canada Border,01/01/2013 12:00:00 AM,Rail Containers Empty,55308,49044
US-Mexico Border,01/01/2013 12:00:00 AM,Rail Containers Empty,30884,33226
US-Mexico Border,01/01/2013 12:00:00 AM,Rail Containers Full,29064,24610
US-Mexico Border,01/01/2013 12:00:00 AM,Buses,17896,17661
US-Canada Border,01/01/2013 12:00:00 AM,Pedestrians,13201,14647
US-Canada Border,01/01/2013 12:00:00 AM,Train Passengers,11562,12514
US-Canada Border,01/01/2013 12:00:00 AM,Buses,6016,7056
US-Canada Border,01/01/2013 12:00:00 AM,Trains,2319,2169
US-Mexico Border,01/01/2013 12:00:00 AM,Trains,713,661
US-Mexico Border,01/01/2013 12:00:00 AM,Train Passengers,331,338
US-Mexico Border,01/01/2012 12:00:00 AM,Personal Vehicle Passengers,9478461,10923751
US-Mexico Border,01/01/2012 12:00:00 AM,Personal Vehicles,5180694,5621732
US-Canada Border,01/01/2012 12:00:00 AM,Personal Vehicle Passengers,3732873,3524642
US-Mexico Border,01/01/2012 12:00:00 AM,Pedestrians,3396086,3396508
US-Canada Border,01/01/2012 12:00:00 AM,Personal Vehicles,2126882,1932370
US-Canada Border,01/01/2012 12:00:00 AM,Trucks,452501,438197
